,x
8452,0
8453,1
8454,0
8455,1
8456,0
8457,0
8458,0
8459,0
8460,0
8461,1
8462,0
8463,0
8464,0
8465,0
8466,0
8467,0
8468,0
8469,0
8470,1
8471,0
8472,1
8473,1
8474,0
8475,0
8476,1
8477,1
8478,1
8479,1
8480,0
8481,0
8482,1
8483,1
8484,1
8485,1
8486,0
8487,0
8488,0
8489,0
8490,0
8491,0
8492,0
8493,1
8494,1
8495,1
8496,0
8497,0
8498,0
8499,0
8500,0
8501,0
8502,1
8503,0
8504,1
8505,0
8506,0
8507,0
8508,0
8509,0
8510,0
8511,0
8512,0
8513,0
8514,0
8515,0
8516,0
8517,0
8518,1
8519,1
8520,1
8521,1
8522,1
8523,0
8524,0
8525,0
8526,1
8527,1
8528,0
8529,0
8530,1
8531,0
8532,1
8533,1
8534,0
8535,0
8536,0
8537,0
8538,0
8539,0
8540,0
8541,0
8542,0
8543,0
8544,0
8545,0
8546,0
8547,0
8548,0
8549,0
8550,1
8551,1
8552,0
8553,0
8554,1
8555,0
8556,0
8557,0
8558,0
8559,0
8560,0
8561,0
8562,0
8563,0
8564,0
8565,0
8566,0
8567,0
8568,0
8569,0
8570,0
8571,0
8572,0
8573,0
8574,0
8575,0
8576,0
8577,0
8578,0
8579,0
8580,0
8581,1
8582,1
8583,0
8584,0
8585,0
8586,1
8587,1
8588,1
8589,1
8590,1
8591,0
8592,0
8593,0
8594,0
8595,0
8596,0
8597,0
8598,0
8599,1
8600,0
8601,0
8602,0
8603,1
8604,0
8605,0
8606,1
8607,0
8608,0
8609,0
8610,0
8611,0
8612,0
8613,0
8614,1
8615,1
8616,1
8617,0
8618,0
8619,0
8620,0
8621,0
8622,0
8623,0
8624,1
8625,0
8626,0
8627,0
8628,0
8629,1
8630,1
8631,1
8632,0
8633,1
8634,1
8635,1
8636,1
8637,0
8638,0
8639,0
8640,0
8641,0
8642,0
8643,0
8644,0
8645,0
8646,0
8647,0
8648,0
8649,0
8650,0
8651,0
8652,0
8653,0
8654,0
8655,0
8656,1
8657,0
8658,0
8659,0
8660,1
8661,0
8662,0
8663,0
8664,0
8665,0
8666,0
8667,0
8668,1
8669,0
8670,1
8671,0
8672,1
8673,0
8674,0
8675,0
8676,0
8677,0
8678,0
8679,0
8680,0
8681,0
8682,0
8683,0
8684,1
8685,0
8686,0
8687,1
8688,1
8689,1
8690,1
8691,1
8692,1
8693,1
8694,0
8695,0
8696,0
8697,1
8698,0
8699,0
8700,1
8701,1
8702,0
8703,0
8704,0
8705,1
8706,0
8707,0
8708,0
8709,0
8710,0
8711,0
8712,0
8713,0
8714,1
8715,0
8716,1
8717,0
8718,1
8719,0
8720,1
8721,0
8722,0
8723,0
8724,0
8725,0
8726,0
8727,1
8728,1
8729,1
8730,1
8731,1
8732,1
8733,1
8734,1
8735,0
8736,1
8737,0
8738,0
8739,0
8740,0
8741,1
8742,0
8743,0
8744,0
8745,0
8746,0
8747,0
8748,0
8749,0
8750,0
8751,0
8752,0
8753,0
8754,1
8755,0
8756,0
8757,0
8758,1
8759,0
8760,1
8761,0
8762,0
8763,0
8764,0
8765,0
8766,0
8767,0
8768,0
8769,0
8770,0
8771,0
8772,0
8773,0
8774,1
8775,1
8776,0
8777,0
8778,0
8779,1
8780,0
8781,1
8782,0
8783,0
8784,0
8785,0
8786,0
8787,0
8788,0
8789,0
8790,1
8791,1
8792,1
8793,1
8794,1
8795,1
8796,1
8797,1
8798,1
8799,1
8800,0
8801,1
8802,0
8803,0
8804,1
8805,0
8806,0
8807,1
8808,1
8809,0
8810,0
8811,0
8812,0
8813,0
8814,0
8815,0
8816,0
8817,1
8818,1
8819,1
8820,1
8821,1
8822,1
8823,1
8824,1
8825,1
8826,0
8827,0
8828,0
8829,0
8830,0
8831,0
8832,0
8833,1
8834,1
8835,0
8836,0
8837,0
8838,0
8839,0
8840,0
8841,0
8842,0
8843,0
8844,0
8845,0
8846,0
8847,0
8848,0
8849,0
8850,1
8851,0
8852,1
8853,1
8854,1
8855,0
8856,1
8857,0
8858,1
8859,1
8860,1
8861,0
8862,0
8863,0
8864,1
8865,1
8866,0
8867,1
8868,0
8869,0
8870,0
8871,0
8872,0
8873,0
8874,0
8875,0
8876,0
8877,1
8878,0
8879,1
8880,1
8881,1
8882,1
8883,1
8884,1
8885,1
8886,0
8887,0
8888,1
8889,0
8890,0
8891,0
8892,0
8893,0
8894,1
8895,0
8896,1
8897,0
8898,1
8899,0
8900,0
8901,0
8902,0
8903,1
8904,0
8905,0
8906,0
8907,1
8908,0
8909,0
8910,0
8911,1
8912,1
8913,0
8914,0
8915,0
8916,0
8917,1
8918,1
8919,1
8920,1
8921,1
8922,0
8923,0
8924,1
8925,1
8926,1
8927,1
8928,1
8929,0
8930,0
8931,0
8932,0
8933,0
8934,1
8935,1
8936,1
8937,0
8938,0
8939,1
8940,0
8941,0
8942,1
8943,1
8944,1
8945,0
8946,0
8947,0
8948,1
8949,0
8950,1
8951,0
8952,0
8953,0
8954,0
8955,0
8956,0
8957,0
8958,0
8959,0
8960,0
8961,0
8962,0
8963,1
8964,1
8965,0
8966,0
8967,0
8968,0
8969,0
8970,1
8971,1
8972,1
8973,1
8974,1
8975,0
8976,0
8977,1
8978,0
8979,0
8980,0
8981,0
8982,0
8983,0
8984,0
8985,0
8986,0
8987,1
8988,0
8989,1
8990,1
8991,0
8992,1
8993,1
8994,1
8995,0
8996,1
8997,1
8998,1
8999,1
9000,0
9001,0
9002,0
9003,0
9004,1
9005,0
9006,0
9007,1
9008,1
9009,1
9010,0
9011,1
9012,0
9013,0
9014,1
9015,1
9016,0
9017,0
9018,1
9019,0
9020,0
9021,1
9022,1
9023,0
9024,0
9025,0
9026,0
9027,0
9028,1
9029,1
9030,1
9031,1
9032,1
9033,0
9034,0
9035,0
9036,1
9037,0
9038,0
9039,0
9040,0
9041,0
9042,0
9043,0
9044,0
9045,0
9046,0
9047,0
9048,0
9049,0
9050,0
9051,0
9052,0
9053,1
9054,0
9055,0
9056,0
9057,0
9058,0
9059,0
9060,0
9061,1
9062,1
9063,0
9064,1
9065,0
9066,0
9067,0
9068,0
9069,0
9070,1
9071,0
9072,0
9073,0
9074,1
9075,1
9076,1
9077,0
9078,0
9079,0
9080,0
9081,1
9082,1
9083,1
9084,1
9085,1
9086,1
9087,1
9088,1
9089,1
9090,1
9091,1
9092,0
9093,0
9094,0
9095,1
9096,0
9097,1
9098,0
9099,1
9100,0
9101,0
9102,1
9103,1
9104,0
9105,0
9106,0
9107,0
9108,1
9109,0
9110,0
9111,0
9112,0
9113,0
9114,0
9115,0
9116,1
9117,0
9118,0
9119,0
9120,0
9121,1
9122,1
9123,1
9124,0
9125,0
9126,1
9127,1
9128,0
9129,1
9130,0
9131,0
9132,0
9133,0
9134,0
9135,1
9136,1
9137,0
9138,0
9139,0
9140,1
9141,0
9142,0
9143,1
9144,0
9145,1
9146,1
9147,0
9148,1
9149,1
9150,1
9151,1
9152,1
9153,1
9154,0
9155,1
9156,1
9157,1
9158,1
9159,1
9160,1
9161,1
9162,1
9163,1
9164,1
9165,1
9166,0
9167,0
9168,1
9169,1
9170,1
9171,1
9172,1
9173,1
9174,0
9175,0
9176,0
9177,0
9178,0
9179,0
9180,0
9181,0
9182,0
9183,1
9184,0
9185,0
9186,1
9187,0
9188,1
9189,0
9190,1
9191,1
9192,0
9193,0
9194,0
9195,1
9196,0
9197,1
9198,0
9199,1
9200,1
9201,1
9202,0
9203,1
9204,1
9205,1
9206,1
9207,0
9208,0
9209,1
9210,0
9211,0
9212,1
9213,0
9214,0
9215,1
9216,1
9217,1
9218,1
9219,0
9220,0
9221,1
9222,0
9223,1
9224,1
9225,1
9226,1
9227,0
9228,0
9229,0
9230,0
9231,1
9232,1
9233,0
9234,1
9235,1
9236,0
9237,1
9238,1
9239,1
9240,1
9241,1
9242,1
9243,1
9244,1
9245,0
9246,1
9247,1
9248,0
9249,1
9250,1
9251,1
9252,0
9253,0
9254,1
9255,1
9256,1
9257,1
9258,0
9259,1
9260,1
9261,0
9262,1
9263,1
9264,0
9265,1
9266,0
9267,1
9268,1
9269,1
9270,1
9271,1
9272,1
9273,1
9274,1
9275,1
9276,1
9277,1
9278,0
9279,0
9280,1
9281,0
9282,1
9283,0
9284,1
9285,0
9286,0
9287,1
9288,1
9289,1
9290,0
9291,1
9292,0
9293,0
9294,0
9295,1
9296,1
9297,1
9298,0
9299,1
9300,1
9301,0
9302,1
9303,0
9304,0
9305,0
9306,1
9307,0
9308,0
9309,0
9310,0
9311,0
9312,0
9313,0
9314,0
9315,0
9316,0
9317,0
9318,0
9319,0
9320,0
9321,0
9322,0
9323,0
9324,0
9325,0
9326,0
9327,0
9328,0
9329,0
9330,0
9331,0
9332,1
9333,0
9334,0
9335,1
9336,0
9337,0
9338,0
9339,0
9340,0
9341,0
9342,0
9343,0
9344,0
9345,0
9346,0
9347,0
9348,0
9349,1
9350,1
9351,0
9352,1
9353,1
9354,0
9355,0
9356,0
9357,0
9358,1
9359,1
9360,1
9361,1
9362,0
9363,0
9364,0
9365,0
9366,0
9367,1
9368,0
9369,0
9370,0
9371,0
9372,0
9373,1
9374,0
9375,0
9376,1
9377,1
9378,1
9379,1
9380,0
9381,0
9382,0
9383,0
9384,0
9385,0
9386,0
9387,0
9388,0
9389,0
9390,0
9391,0
9392,0
9393,0
9394,0
9395,0
9396,0
9397,0
9398,0
9399,0
9400,1
9401,0
9402,0
9403,1
9404,0
9405,0
9406,0
9407,0
9408,0
9409,0
9410,0
9411,0
9412,0
9413,0
9414,0
9415,1
9416,1
9417,1
9418,1
9419,1
9420,1
9421,1
9422,0
9423,1
9424,1
9425,0
9426,0
9427,1
9428,0
9429,1
9430,0
9431,0
9432,0
9433,0
9434,1
9435,0
9436,0
9437,0
9438,0
9439,0
9440,1
9441,1
9442,1
9443,1
9444,1
9445,1
9446,0
9447,0
9448,0
9449,0
9450,0
9451,0
9452,0
9453,0
9454,1
9455,0
9456,1
9457,0
9458,0
9459,0
9460,0
9461,0
9462,0
9463,0
9464,0
9465,0
9466,1
9467,0
9468,0
9469,0
9470,1
9471,0
9472,1
9473,1
9474,1
9475,1
9476,1
9477,1
9478,1
9479,0
9480,0
9481,1
9482,1
9483,1
9484,1
9485,1
9486,1
9487,0
9488,0
9489,0
9490,0
9491,0
9492,1
9493,0
9494,1
9495,1
9496,0
9497,0
9498,0
9499,0
9500,0
9501,0
9502,0
9503,1
9504,0
9505,0
9506,0
9507,0
9508,0
9509,0
9510,1
9511,0
9512,0
9513,1
9514,1
9515,0
9516,0
9517,0
9518,0
9519,1
9520,1
9521,0
9522,0
9523,0
9524,0
9525,1
9526,0
9527,0
9528,0
9529,0
9530,0
9531,0
9532,0
9533,0
9534,0
9535,0
9536,0
9537,0
9538,0
9539,0
9540,0
9541,0
9542,0
9543,0
9544,0
9545,1
9546,1
9547,0
9548,0
9549,0
9550,0
9551,0
9552,0
9553,0
9554,0
9555,0
9556,0
9557,0
9558,0
9559,1
9560,1
9561,1
9562,1
9563,1
9564,1
9565,1
9566,0
9567,1
9568,0
9569,0
9570,0
9571,1
9572,1
9573,1
9574,0
9575,1
9576,1
9577,1
9578,1
9579,1
9580,1
9581,1
9582,1
9583,1
9584,1
9585,1
9586,1
9587,1
9588,1
9589,1
9590,0
9591,1
9592,1
9593,0
9594,0
9595,0
9596,0
9597,0
9598,0
9599,0
9600,0
9601,0
9602,1
9603,0
9604,0
9605,1
9606,0
9607,1
9608,1
9609,0
9610,0
9611,0
9612,0
9613,0
9614,0
9615,1
9616,0
9617,0
9618,0
9619,0
9620,0
9621,1
9622,1
9623,0
9624,1
9625,1
9626,0
9627,0
9628,1
9629,0
9630,0
9631,0
9632,0
9633,1
9634,1
9635,0
9636,1
9637,1
9638,1
9639,1
9640,0
9641,0
9642,0
9643,1
9644,0
9645,1
9646,0
9647,0
9648,0
9649,0
9650,0
9651,0
9652,0
9653,0
9654,0
9655,1
9656,0
9657,0
9658,1
9659,0
9660,0
9661,0
9662,0
9663,0
9664,1
9665,1
9666,0
9667,0
9668,0
9669,1
9670,0
9671,1
9672,1
9673,1
9674,0
9675,0
9676,1
9677,1
9678,1
9679,0
9680,0
9681,0
9682,0
9683,0
9684,0
9685,1
9686,1
9687,0
9688,0
9689,0
9690,0
9691,0
9692,0
9693,0
9694,0
9695,1
9696,1
9697,1
9698,0
9699,0
9700,0
9701,0
9702,0
9703,0
9704,0
9705,0
9706,0
9707,0
9708,0
9709,0
9710,0
9711,0
9712,0
9713,1
9714,1
9715,1
9716,0
9717,0
9718,0
9719,1
9720,1
9721,1
9722,0
9723,0
9724,1
9725,1
9726,1
9727,1
9728,1
9729,1
9730,0
9731,1
9732,1
9733,1
9734,1
9735,1
9736,1
9737,1
9738,1
9739,0
9740,1
9741,1
9742,1
9743,1
9744,0
9745,0
9746,0
9747,0
9748,0
9749,0
9750,1
9751,0
9752,0
9753,0
9754,0
9755,0
9756,0
9757,0
9758,0
9759,0
9760,0
9761,0
9762,1
9763,1
9764,1
9765,1
9766,1
9767,1
9768,1
9769,1
9770,1
9771,1
9772,0
9773,0
9774,1
9775,1
9776,1
9777,1
9778,0
9779,0
9780,0
9781,1
9782,0
9783,1
9784,1
9785,0
9786,0
9787,0
9788,0
9789,0
9790,0
9791,0
9792,0
9793,0
9794,0
9795,0
9796,0
9797,0
9798,1
9799,0
9800,1
9801,1
9802,0
9803,1
9804,0
9805,1
9806,0
9807,1
9808,1
9809,0
9810,1
9811,1
9812,1
9813,1
9814,1
9815,0
9816,0
9817,1
9818,0
9819,0
9820,1
9821,0
9822,0
9823,0
9824,0
9825,0
9826,0
9827,0
9828,0
9829,0
9830,0
9831,0
9832,0
9833,0
9834,0
9835,1
9836,1
9837,1
9838,1
9839,1
9840,1
9841,0
9842,1
9843,0
9844,0
9845,0
9846,0
9847,0
9848,0
9849,0
9850,0
9851,0
9852,0
9853,1
9854,0
9855,1
9856,1
9857,0
9858,0
9859,1
9860,0
9861,0
9862,0
9863,0
9864,0
9865,0
9866,0
9867,0
9868,1
9869,0
9870,0
9871,1
9872,0
9873,0
9874,0
9875,0
9876,0
9877,1
9878,0
9879,0
9880,1
9881,0
9882,0
9883,0
9884,0
9885,0
9886,0
9887,0
9888,0
9889,0
9890,0
9891,0
9892,0
9893,0
9894,0
9895,0
9896,0
9897,0
9898,0
9899,0
9900,1
9901,0
9902,1
9903,0
9904,0
9905,1
9906,0
9907,0
9908,0
9909,0
9910,1
9911,1
9912,1
9913,1
9914,1
9915,0
9916,1
9917,0
9918,1
9919,1
9920,0
9921,1
9922,0
9923,1
9924,0
9925,1
9926,0
9927,0
9928,0
9929,0
9930,1
9931,0
9932,1
9933,1
9934,1
9935,1
9936,1
9937,1
9938,1
9939,1
9940,1
9941,1
9942,0
9943,1
9944,0
9945,0
9946,0
9947,0
9948,0
9949,0
9950,0
9951,0
9952,0
9953,0
9954,0
9955,0
9956,0
9957,1
9958,1
9959,0
9960,1
9961,1
9962,1
9963,0
9964,0
9965,0
9966,0
9967,0
9968,0
9969,0
9970,0
9971,0
9972,0
9973,0
9974,0
9975,1
9976,0
9977,1
9978,1
9979,1
9980,1
9981,0
9982,1
9983,1
9984,1
9985,1
9986,1
9987,1
9988,1
9989,1
9990,1
9991,0
9992,0
9993,0
9994,1
9995,0
9996,1
9997,0
9998,1
9999,1
10000,0
10001,0
10002,0
10003,1
10004,0
10005,0
10006,0
10007,1
10008,0
10009,0
10010,0
10011,0
10012,0
10013,1
10014,0
10015,0
10016,0
10017,0
10018,0
10019,0
10020,0
10021,0
10022,0
10023,0
10024,0
10025,0
10026,0
10027,1
10028,1
10029,0
10030,0
10031,0
10032,0
10033,0
10034,1
10035,1
10036,1
10037,1
10038,1
10039,1
10040,0
10041,1
10042,0
10043,1
10044,1
10045,1
10046,1
10047,1
10048,1
10049,1
10050,1
10051,1
10052,1
10053,1
10054,0
10055,1
10056,1
10057,1
10058,1
10059,0
10060,0
10061,0
10062,0
10063,0
10064,0
10065,0
10066,0
10067,0
10068,0
10069,0
10070,1
10071,0
10072,1
10073,0
10074,1
10075,0
10076,0
10077,0
10078,0
10079,0
10080,0
10081,0
10082,0
10083,0
10084,0
10085,0
10086,0
10087,0
10088,0
10089,0
10090,0
10091,0
10092,0
10093,0
10094,0
10095,0
10096,0
10097,0
10098,0
10099,0
10100,0
10101,0
10102,1
10103,0
10104,0
10105,1
10106,1
10107,0
10108,0
10109,1
10110,1
10111,1
10112,1
10113,1
10114,1
10115,1
10116,0
10117,0
10118,1
10119,1
10120,1
10121,0
10122,0
10123,0
10124,1
10125,1
10126,0
10127,0
10128,0
10129,0
10130,1
10131,0
10132,0
10133,0
10134,0
10135,0
10136,0
10137,0
10138,1
10139,1
10140,0
10141,1
10142,1
10143,0
10144,1
10145,1
10146,0
10147,0
10148,0
10149,1
10150,0
10151,0
10152,0
10153,0
10154,1
10155,0
10156,1
10157,0
10158,1
10159,0
10160,0
10161,0
10162,0
10163,0
10164,0
10165,1
10166,0
10167,0
10168,0
10169,0
10170,1
10171,0
10172,0
10173,0
10174,0
10175,0
10176,1
10177,0
10178,0
10179,0
10180,1
10181,1
10182,0
10183,1
10184,1
10185,1
10186,1
10187,0
10188,0
10189,1
10190,0
10191,0
10192,0
10193,0
10194,0
10195,0
10196,0
10197,0
10198,1
10199,0
10200,1
10201,1
10202,0
10203,0
10204,1
10205,1
10206,1
10207,0
10208,1
10209,1
10210,1
10211,1
10212,0
10213,1
10214,0
10215,1
10216,1
10217,1
10218,0
10219,0
10220,0
10221,0
10222,1
10223,1
10224,0
10225,1
10226,0
10227,0
10228,0
10229,0
10230,0
10231,0
10232,0
10233,1
10234,0
10235,1
10236,0
10237,0
10238,0
10239,0
10240,0
10241,0
10242,1
10243,1
10244,1
10245,0
10246,0
10247,0
10248,0
10249,0
10250,0
10251,0
10252,0
10253,0
10254,0
10255,0
10256,0
10257,0
10258,0
10259,1
10260,1
10261,1
10262,1
10263,1
10264,0
10265,1
10266,0
10267,1
10268,1
10269,1
10270,0
10271,0
10272,0
10273,0
10274,0
10275,1
10276,1
10277,1
10278,0
10279,0
10280,1
10281,1
10282,1
10283,1
10284,1
10285,1
10286,1
10287,1
10288,0
10289,1
10290,0
10291,1
10292,1
10293,1
10294,1
10295,0
10296,0
10297,1
10298,1
10299,0
10300,0
10301,0
10302,1
10303,0
10304,0
10305,0
10306,0
10307,1
10308,0
10309,0
10310,0
10311,0
10312,1
10313,1
10314,1
10315,1
10316,0
10317,1
10318,1
10319,0
10320,0
10321,0
10322,1
10323,0
10324,1
10325,0
10326,1
10327,0
10328,1
10329,1
10330,1
10331,1
10332,1
10333,0
10334,1
10335,0
10336,0
10337,0
10338,0
10339,0
10340,0
10341,0
10342,0
10343,0
10344,0
10345,0
10346,0
10347,1
10348,0
10349,1
10350,0
10351,0
10352,0
10353,1
10354,1
10355,1
10356,1
10357,1
10358,1
10359,1
10360,1
10361,1
10362,0
10363,1
10364,1
10365,1
10366,1
10367,1
10368,0
10369,0
10370,1
10371,0
10372,0
10373,0
10374,0
10375,0
10376,0
10377,1
10378,0
10379,0
10380,0
10381,0
10382,0
10383,0
10384,1
10385,0
10386,1
10387,1
10388,1
10389,1
10390,1
10391,1
10392,1
10393,1
10394,1
10395,1
10396,1
10397,1
10398,1
10399,0
10400,0
10401,0
10402,0
10403,0
10404,0
10405,0
10406,0
10407,1
10408,1
10409,0
10410,1
10411,1
10412,1
10413,1
10414,1
10415,0
10416,1
10417,1
10418,1
10419,0
10420,0
10421,1
10422,0
10423,0
10424,1
10425,0
10426,1
10427,1
10428,0
10429,1
10430,0
10431,0
10432,0
10433,1
10434,1
10435,1
10436,1
10437,1
10438,0
10439,0
10440,1
10441,1
10442,1
10443,1
10444,1
10445,1
10446,1
10447,0
10448,0
10449,1
10450,1
10451,0
10452,0
10453,0
10454,0
10455,0
10456,0
10457,0
10458,0
10459,0
10460,1
10461,0
10462,0
10463,1
10464,1
10465,0
10466,0
10467,0
10468,0
10469,0
10470,1
10471,0
10472,0
10473,0
10474,0
10475,0
10476,0
10477,0
10478,0
10479,0
10480,1
10481,0
10482,0
10483,0
10484,1
10485,1
10486,1
10487,0
10488,0
10489,1
10490,0
10491,0
10492,1
10493,1
10494,1
10495,1
10496,0
10497,0
10498,0
10499,0
10500,0
10501,0
10502,1
10503,1
10504,1
10505,1
10506,1
10507,1
10508,1
10509,1
10510,1
10511,1
10512,1
10513,1
10514,1
10515,1
10516,1
10517,1
10518,1
10519,1
10520,0
10521,1
10522,1
10523,1
10524,1
10525,1
10526,1
10527,1
10528,1
10529,1
10530,0
10531,1
10532,0
10533,1
10534,1
10535,1
10536,1
10537,1
10538,0
10539,1
10540,0
10541,0
10542,1
10543,1
10544,1
10545,0
10546,1
10547,1
10548,1
10549,1
10550,1
10551,0
10552,1
10553,1
10554,1
10555,1
10556,1
10557,1
10558,1
10559,1
10560,0
10561,0
10562,0
10563,0
10564,0
10565,0
10566,0
10567,0
10568,0
10569,0
10570,0
10571,0
10572,0
10573,0
10574,0
10575,0
10576,0
10577,1
10578,1
10579,1
10580,1
10581,1
10582,0
10583,1
10584,1
10585,0
10586,1
10587,1
10588,1
10589,0
10590,0
10591,1
10592,0
10593,1
10594,1
10595,0
10596,1
10597,1
10598,1
10599,1
10600,0
10601,1
10602,1
10603,0
10604,1
10605,1
10606,1
10607,1
10608,0
10609,1
10610,1
10611,0
10612,1
10613,0
10614,0
10615,1
10616,0
10617,0
10618,0
10619,1
10620,0
10621,1
10622,0
10623,0
10624,0
10625,0
10626,0
10627,0
10628,0
10629,0
10630,1
10631,1
10632,0
10633,0
10634,1
10635,0
10636,0
10637,0
10638,1
10639,1
10640,1
10641,1
10642,1
10643,1
10644,1
10645,0
10646,1
10647,1
10648,1
10649,1
10650,1
10651,1
10652,0
10653,1
10654,0
10655,0
10656,0
10657,0
10658,0
10659,0
10660,0
10661,0
10662,1
10663,0
10664,1
10665,1
10666,1
10667,0
10668,1
10669,1
10670,0
10671,1
10672,1
10673,1
10674,0
10675,0
10676,0
10677,1
10678,0
10679,1
10680,1
10681,1
10682,1
10683,1
10684,1
10685,1
10686,1
10687,1
10688,1
10689,0
10690,0
10691,0
10692,0
10693,0
10694,0
10695,1
10696,1
10697,1
10698,0
10699,0
10700,0
10701,0
10702,1
10703,1
10704,0
10705,0
10706,0
10707,0
10708,0
10709,0
10710,0
10711,0
10712,0
10713,1
10714,1
10715,1
10716,1
10717,0
10718,1
10719,1
10720,1
10721,1
10722,1
10723,1
10724,1
10725,1
10726,1
10727,1
10728,1
10729,1
10730,1
10731,1
10732,0
10733,0
10734,0
10735,1
10736,0
10737,0
10738,1
10739,1
10740,0
10741,1
10742,0
10743,0
10744,1
10745,0
10746,1
10747,0
10748,0
10749,0
10750,0
10751,0
10752,0
10753,0
10754,0
10755,0
10756,0
10757,0
10758,0
10759,0
10760,0
10761,0
10762,0
10763,1
10764,0
10765,0
10766,1
10767,0
10768,1
10769,1
10770,0
10771,1
10772,1
10773,1
10774,1
10775,1
10776,1
10777,1
10778,1
10779,1
10780,1
10781,1
10782,1
10783,1
10784,0
10785,0
10786,0
10787,0
10788,0
10789,0
10790,0
10791,0
10792,0
10793,0
10794,0
10795,0
10796,0
10797,0
10798,0
10799,0
10800,0
10801,0
10802,1
10803,0
10804,1
10805,0
10806,1
10807,0
10808,0
10809,1
10810,0
10811,0
10812,0
10813,0
10814,0
10815,0
10816,0
10817,0
10818,0
10819,0
10820,0
10821,0
10822,0
10823,0
10824,0
10825,0
10826,0
10827,0
10828,0
10829,0
10830,0
10831,0
10832,0
10833,0
10834,0
10835,1
10836,1
10837,1
10838,1
10839,1
10840,1
10841,1
10842,0
10843,0
10844,0
10845,1
10846,0
10847,0
10848,1
10849,0
10850,1
10851,1
10852,0
10853,0
10854,0
10855,0
10856,0
10857,1
10858,1
10859,1
10860,1
10861,1
10862,0
10863,1
10864,0
10865,0
10866,1
10867,1
10868,0
10869,1
10870,1
10871,0
10872,1
10873,0
10874,0
10875,1
10876,0
10877,1
10878,0
10879,0
10880,0
10881,0
10882,0
10883,0
10884,0
10885,0
10886,1
10887,0
10888,1
10889,0
10890,0
10891,0
10892,0
10893,0
10894,0
10895,0
10896,0
10897,1
10898,1
10899,1
10900,0
10901,1
10902,0
10903,0
10904,0
10905,0
10906,0
10907,0
10908,0
10909,0
10910,0
10911,0
10912,0
10913,0
10914,0
10915,0
10916,0
10917,0
10918,0
10919,1
10920,1
10921,1
10922,0
10923,0
10924,0
10925,0
10926,0
10927,0
10928,0
10929,1
10930,0
10931,0
10932,0
10933,1
10934,0
10935,0
10936,0
10937,0
10938,0
10939,0
10940,0
10941,0
10942,0
10943,1
10944,0
10945,0
10946,1
10947,0
10948,1
10949,0
10950,1
10951,1
10952,0
10953,0
10954,0
10955,1
10956,0
10957,1
10958,1
10959,0
10960,1
10961,0
10962,0
10963,0
10964,1
10965,1
10966,0
10967,1
10968,1
10969,1
10970,1
10971,0
10972,1
10973,1
10974,0
10975,1
10976,0
10977,0
10978,1
10979,1
10980,0
10981,0
10982,0
10983,0
10984,0
10985,0
10986,0
10987,0
10988,0
10989,0
10990,0
10991,0
10992,0
10993,0
10994,0
10995,0
10996,0
10997,0
10998,0
10999,0
11000,0
11001,1
11002,1
11003,1
11004,1
11005,1
11006,1
11007,0
11008,1
11009,0
11010,0
11011,1
11012,1
11013,0
11014,1
11015,1
11016,1
11017,1
11018,1
11019,1
11020,1
11021,1
11022,1
11023,1
11024,0
11025,0
11026,0
11027,0
11028,0
11029,0
11030,0
11031,0
11032,0
11033,0
11034,0
11035,0
11036,1
11037,1
11038,1
11039,0
11040,0
11041,0
11042,1
11043,0
11044,0
11045,0
11046,0
11047,0
11048,0
11049,1
11050,1
11051,0
11052,0
11053,0
11054,0
11055,0
11056,0
11057,0
11058,0
11059,0
11060,0
11061,1
11062,1
11063,1
11064,1
11065,1
11066,1
11067,1
11068,1
11069,1
11070,1
11071,0
11072,0
11073,0
11074,0
11075,0
11076,0
11077,0
11078,1
11079,1
11080,1
11081,1
11082,1
11083,1
11084,0
11085,1
11086,1
11087,0
11088,1
11089,1
11090,0
11091,1
11092,1
11093,0
11094,0
11095,0
11096,0
11097,0
11098,0
11099,1
11100,1
11101,0
11102,0
11103,1
11104,1
11105,1
11106,1
11107,1
11108,1
11109,1
11110,0
11111,1
11112,1
11113,1
11114,1
11115,1
11116,0
11117,0
11118,0
11119,0
11120,1
11121,0
11122,1
11123,1
11124,1
11125,0
11126,1
11127,0
11128,1
11129,1
11130,1
11131,0
11132,1
11133,0
11134,0
11135,0
11136,0
11137,0
11138,0
11139,0
11140,0
11141,0
11142,1
11143,0
11144,0
11145,1
11146,0
11147,0
11148,0
11149,0
11150,0
11151,0
11152,0
11153,0
11154,1
11155,0
11156,0
11157,1
11158,1
11159,1
11160,0
11161,1
11162,0
11163,1
11164,1
11165,0
11166,1
11167,1
11168,1
11169,1
11170,0
11171,0
11172,0
11173,0
11174,1
11175,0
11176,1
11177,1
11178,0
11179,1
11180,0
11181,0
11182,0
11183,0
11184,0
11185,1
11186,0
11187,1
11188,1
11189,0
11190,0
11191,1
11192,0
11193,1
11194,0
11195,0
11196,1
11197,1
11198,1
11199,1
11200,1
11201,1
11202,0
11203,1
11204,1
11205,1
11206,0
11207,1
11208,0
11209,0
11210,1
11211,1
11212,0
11213,0
11214,0
11215,0
11216,0
11217,0
11218,0
11219,1
11220,1
11221,0
11222,1
11223,1
11224,1
11225,0
11226,1
11227,0
11228,1
11229,0
11230,1
11231,1
11232,1
11233,1
11234,0
11235,0
11236,0
11237,0
11238,0
11239,0
11240,0
11241,0
11242,0
11243,0
11244,0
11245,0
11246,0
11247,1
11248,0
11249,1
11250,0
